#version: ${plugin.version}
#If you change this file it will not be automatically updated after the next release.,
#item,material
SprucewdSlab,spruce_slab
SpruceDoubleWoodenSlab,spruce_slab
SprucedWoodenSlab,spruce_slab
SpruceDoublewoodSlab,spruce_slab
SprucedwoodSlab,spruce_slab
SpruceDoublewSlab,spruce_slab
SprucedwSlab,spruce_slab
SpruceDoubleSlab,spruce_slab
SprucedSlab,spruce_slab
SpruceWoodenDoubleHalfBlock,spruce_slab
SpruceWoodendHalfBlock,spruce_slab
SprucewoodDoubleHalfBlock,spruce_slab
SprucewooddHalfBlock,spruce_slab
SprucewDoubleHalfBlock,spruce_slab
SprucewdHalfBlock,spruce_slab
SpruceDoubleWoodenHalfBlock,spruce_slab
SprucedWoodenHalfBlock,spruce_slab
SpruceDoublewoodHalfBlock,spruce_slab
SprucedwoodHalfBlock,spruce_slab
SpruceDoublewHalfBlock,spruce_slab
SprucedwHalfBlock,spruce_slab
SpruceDoubleHalfBlock,spruce_slab
SprucedHalfBlock,spruce_slab
DarkWoodenDoubleStep,spruce_slab
DarkWoodendStep,spruce_slab
DarkwoodDoubleStep,spruce_slab
DarkwooddStep,spruce_slab
DarkwDoubleStep,spruce_slab
DarkwdStep,spruce_slab
DarkDoubleWoodenStep,spruce_slab
DarkdWoodenStep,spruce_slab
DarkDoublewoodStep,spruce_slab
DarkdwoodStep,spruce_slab
DarkDoublewStep,spruce_slab
DarkdwStep,spruce_slab
DarkDoubleStep,spruce_slab
DarkdStep,spruce_slab
ddStep,spruce_slab
DarkWoodenDoubleSlab,spruce_slab
DarkWoodendSlab,spruce_slab
DarkwoodDoubleSlab,spruce_slab
DarkwooddSlab,spruce_slab
DarkwDoubleSlab,spruce_slab
DarkwdSlab,spruce_slab
DarkDoubleWoodenSlab,spruce_slab
DarkdWoodenSlab,spruce_slab
DarkDoublewoodSlab,spruce_slab
DarkdwoodSlab,spruce_slab
DarkDoublewSlab,spruce_slab
DarkdwSlab,spruce_slab
DarkDoubleSlab,spruce_slab
DarkdSlab,spruce_slab
ddSlab,spruce_slab
DarkWoodenDoubleHalfBlock,spruce_slab
DarkWoodendHalfBlock,spruce_slab
DarkwoodDoubleHalfBlock,spruce_slab
DarkwooddHalfBlock,spruce_slab
DarkwDoubleHalfBlock,spruce_slab
DarkwdHalfBlock,spruce_slab
DarkDoubleWoodenHalfBlock,spruce_slab
DarkdWoodenHalfBlock,spruce_slab
DarkDoublewoodHalfBlock,spruce_slab
DarkdwoodHalfBlock,spruce_slab
DarkDoublewHalfBlock,spruce_slab
DarkdwHalfBlock,spruce_slab
DarkDoubleHalfBlock,spruce_slab
DarkdHalfBlock,spruce_slab
ddHalfBlock,spruce_slab
BirchWoodenDoubleStep,birch_slab
BirchWoodendStep,birch_slab
BirchWoodDoubleStep,birch_slab
BirchWooddStep,birch_slab
BirchwDoubleStep,birch_slab
BirchwdStep,birch_slab
BirchDoubleWoodenStep,birch_slab
BirchdWoodenStep,birch_slab
BirchDoublewoodStep,birch_slab
BirchdwoodStep,birch_slab
BirchDoublewStep,birch_slab
BirchdwStep,birch_slab
BirchDoubleStep,birch_slab
BirchdStep,birch_slab
BirchWoodenDoubleSlab,birch_slab
BirchWoodendSlab,birch_slab
BirchWoodDoubleSlab,birch_slab
BirchWooddSlab,birch_slab
BirchwDoubleSlab,birch_slab
BirchwdSlab,birch_slab
BirchDoubleWoodenSlab,birch_slab
BirchdWoodenSlab,birch_slab
BirchDoublewoodSlab,birch_slab
BirchdwoodSlab,birch_slab
BirchDoublewSlab,birch_slab
BirchdwSlab,birch_slab
BirchDoubleSlab,birch_slab
BirchdSlab,birch_slab
BirchWoodenDoubleHalfBlock,birch_slab
BirchWoodendHalfBlock,birch_slab
BirchWoodDoubleHalfBlock,birch_slab
BirchWooddHalfBlock,birch_slab
BirchwDoubleHalfBlock,birch_slab
BirchwdHalfBlock,birch_slab
BirchDoubleWoodenHalfBlock,birch_slab
BirchdWoodenHalfBlock,birch_slab
BirchDoublewoodHalfBlock,birch_slab
BirchdwoodHalfBlock,birch_slab
BirchDoublewHalfBlock,birch_slab
BirchdwHalfBlock,birch_slab
BirchDoubleHalfBlock,birch_slab
BirchdHalfBlock,birch_slab
LightWoodenDoubleHalfBlock,birch_slab
LightWoodendHalfBlock,birch_slab
LightwoodDoubleHalfBlock,birch_slab
LightwooddHalfBlock,birch_slab
LightwDoubleHalfBlock,birch_slab
LightwdHalfBlock,birch_slab
LightDoubleWoodenHalfBlock,birch_slab
LightdWoodenHalfBlock,birch_slab
LightDoublewoodHalfBlock,birch_slab
LightdwoodHalfBlock,birch_slab
LightDoublewHalfBlock,birch_slab
LightdwHalfBlock,birch_slab
LightDoubleHalfBlock,birch_slab
LightdHalfBlock,birch_slab
ldHalfBlock,birch_slab
LightWoodenDoubleStep,birch_slab
LightWoodendStep,birch_slab
LightwoodDoubleStep,birch_slab
LightwooddStep,birch_slab
LightwDoubleStep,birch_slab
LightwdStep,birch_slab
LightDoubleWoodenStep,birch_slab
LightdWoodenStep,birch_slab
LightDoublewoodStep,birch_slab
LightdwoodStep,birch_slab
LightDoublewStep,birch_slab
LightdwStep,birch_slab
LightDoubleStep,birch_slab
LightdStep,birch_slab
ldStep,birch_slab
LightWoodenDoubleSlab,birch_slab
LightWoodendSlab,birch_slab
LightwoodDoubleSlab,birch_slab
LightwooddSlab,birch_slab
LightwDoubleSlab,birch_slab
LightwdSlab,birch_slab
LightDoubleWoodenSlab,birch_slab
LightdWoodenSlab,birch_slab
LightDoublewoodSlab,birch_slab
LightdwoodSlab,birch_slab
LightDoublewSlab,birch_slab
LightdwSlab,birch_slab
LightDoubleSlab,birch_slab
LightdSlab,birch_slab
ldSlab,birch_slab
JungleWoodenDoubleStep,jungle_slab
JungleWoodendStep,jungle_slab
JungleWoodDoubleStep,jungle_slab
JungleWooddStep,jungle_slab
JunglewDoubleStep,jungle_slab
JunglewdStep,jungle_slab
JungleDoubleWoodenStep,jungle_slab
JungledWoodenStep,jungle_slab
JungleDoublewoodStep,jungle_slab
JungledwoodStep,jungle_slab
JungleDoublewStep,jungle_slab
JungledwStep,jungle_slab
JungleDoubleStep,jungle_slab
JungledStep,jungle_slab
jdStep,jungle_slab
JungleWoodenDoubleSlab,jungle_slab
JungleWoodendSlab,jungle_slab
JungleWoodDoubleSlab,jungle_slab
JungleWooddSlab,jungle_slab
JunglewDoubleSlab,jungle_slab
JunglewdSlab,jungle_slab
JungleDoubleWoodenSlab,jungle_slab
JungledWoodenSlab,jungle_slab
JungleDoublewoodSlab,jungle_slab
JungledwoodSlab,jungle_slab
JungleDoublewSlab,jungle_slab
JungledwSlab,jungle_slab
JungleDoubleSlab,jungle_slab
JungledSlab,jungle_slab
jdSlab,jungle_slab
JungleWoodenDoubleHalfBlock,jungle_slab
JungleWoodendHalfBlock,jungle_slab
JungleWoodDoubleHalfBlock,jungle_slab
JungleWooddHalfBlock,jungle_slab
JunglewDoubleHalfBlock,jungle_slab
JunglewdHalfBlock,jungle_slab
JungleDoubleWoodenHalfBlock,jungle_slab
JungledWoodenHalfBlock,jungle_slab
JungleDoublewoodHalfBlock,jungle_slab
JungledwoodHalfBlock,jungle_slab
JungleDoublewHalfBlock,jungle_slab
JungledwHalfBlock,jungle_slab
JungleDoubleHalfBlock,jungle_slab
JungledHalfBlock,jungle_slab
jdHalfBlock,jungle_slab
ForestWoodenDoubleHalfBlock,jungle_slab
ForestWoodendHalfBlock,jungle_slab
ForestwoodDoubleHalfBlock,jungle_slab
ForestwooddHalfBlock,jungle_slab
ForestwDoubleHalfBlock,jungle_slab
ForestwdHalfBlock,jungle_slab
ForestDoubleWoodenHalfBlock,jungle_slab
ForestdWoodenHalfBlock,jungle_slab
ForestDoublewoodHalfBlock,jungle_slab
ForestdwoodHalfBlock,jungle_slab
ForestDoublewHalfBlock,jungle_slab
ForestdwHalfBlock,jungle_slab
ForestDoubleHalfBlock,jungle_slab
ForestdHalfBlock,jungle_slab
fdHalfBlock,jungle_slab
ForestWoodenDoubleStep,jungle_slab
ForestWoodendStep,jungle_slab
ForestwoodDoubleStep,jungle_slab
ForestwooddStep,jungle_slab
ForestwDoubleStep,jungle_slab
ForestwdStep,jungle_slab
ForestDoubleWoodenStep,jungle_slab
ForestdWoodenStep,jungle_slab
ForestDoublewoodStep,jungle_slab
ForestdwoodStep,jungle_slab
ForestDoublewStep,jungle_slab
ForestdwStep,jungle_slab
ForestDoubleStep,jungle_slab
ForestdStep,jungle_slab
fdStep,jungle_slab
ForestWoodenDoubleSlab,jungle_slab
ForestWoodendSlab,jungle_slab
ForestwoodDoubleSlab,jungle_slab
ForestwooddSlab,jungle_slab
ForestwDoubleSlab,jungle_slab
ForestwdSlab,jungle_slab
ForestDoubleWoodenSlab,jungle_slab
ForestdWoodenSlab,jungle_slab
ForestDoublewoodSlab,jungle_slab
ForestdwoodSlab,jungle_slab
ForestDoublewSlab,jungle_slab
ForestdwSlab,jungle_slab
ForestDoubleSlab,jungle_slab
ForestdSlab,jungle_slab
fdSlab,jungle_slab
AcaciaWoodenDoubleStep,acacia_slab
AcaciaWoodendStep,acacia_slab
AcaciaWoodDoubleStep,acacia_slab
AcaciaWooddStep,acacia_slab
AcaciawDoubleStep,acacia_slab
AcaciawdStep,acacia_slab
AcaciaDoubleWoodenStep,acacia_slab
AcaciadWoodenStep,acacia_slab
AcaciaDoublewoodStep,acacia_slab
AcaciadwoodStep,acacia_slab
AcaciaDoublewStep,acacia_slab
AcaciadwStep,acacia_slab
AcaciaDoubleStep,acacia_slab
AcaciadStep,acacia_slab
adStep,acacia_slab
AcaciaWoodenDoubleSlab,acacia_slab
AcaciaWoodendSlab,acacia_slab
AcaciaWoodDoubleSlab,acacia_slab
AcaciaWooddSlab,acacia_slab
AcaciawDoubleSlab,acacia_slab
AcaciawdSlab,acacia_slab
AcaciaDoubleWoodenSlab,acacia_slab
AcaciadWoodenSlab,acacia_slab
AcaciaDoublewoodSlab,acacia_slab
AcaciadwoodSlab,acacia_slab
AcaciaDoublewSlab,acacia_slab
AcaciadwSlab,acacia_slab
AcaciaDoubleSlab,acacia_slab
AcaciadSlab,acacia_slab
adSlab,acacia_slab
AcaciaWoodenDoubleHalfBlock,acacia_slab
AcaciaWoodendHalfBlock,acacia_slab
AcaciaWoodDoubleHalfBlock,acacia_slab
AcaciaWooddHalfBlock,acacia_slab
AcaciawDoubleHalfBlock,acacia_slab
AcaciawdHalfBlock,acacia_slab
AcaciaDoubleWoodenHalfBlock,acacia_slab
AcaciadWoodenHalfBlock,acacia_slab
AcaciaDoublewoodHalfBlock,acacia_slab
AcaciadwoodHalfBlock,acacia_slab
AcaciaDoublewHalfBlock,acacia_slab
AcaciadwHalfBlock,acacia_slab
AcaciaDoubleHalfBlock,acacia_slab
AcaciadHalfBlock,acacia_slab
adHalfBlock,acacia_slab
DarkOakWoodenDoubleHalfBlock,dark_oak_slab
DarkOakWoodendHalfBlock,dark_oak_slab
DarkOakWoodDoubleHalfBlock,dark_oak_slab
DarkOakWooddHalfBlock,dark_oak_slab
DarkOakwDoubleHalfBlock,dark_oak_slab
DarkOakwdHalfBlock,dark_oak_slab
DarkOakDoubleWoodenHalfBlock,dark_oak_slab
DarkOakdWoodenHalfBlock,dark_oak_slab
DarkOakDoublewoodHalfBlock,dark_oak_slab
DarkOakdwoodHalfBlock,dark_oak_slab
DarkOakDoublewHalfBlock,dark_oak_slab
DarkOakdwHalfBlock,dark_oak_slab
DarkOakDoubleHalfBlock,dark_oak_slab
DarkOakdHalfBlock,dark_oak_slab
dodHalfBlock,dark_oak_slab
DarkOakWoodenDoubleStep,dark_oak_slab
DarkOakWoodendStep,dark_oak_slab
DarkOakWoodDoubleStep,dark_oak_slab
DarkOakWooddStep,dark_oak_slab
DarkOakwDoubleStep,dark_oak_slab
DarkOakwdStep,dark_oak_slab
DarkOakDoubleWoodenStep,dark_oak_slab
DarkOakdWoodenStep,dark_oak_slab
DarkOakDoublewoodStep,dark_oak_slab
DarkOakdwoodStep,dark_oak_slab
DarkOakDoublewStep,dark_oak_slab
DarkOakdwStep,dark_oak_slab
DarkOakDoubleStep,dark_oak_slab
DarkOakdStep,dark_oak_slab
dodStep,dark_oak_slab
DarkOakWoodenDoubleSlab,dark_oak_slab
DarkOakWoodendSlab,dark_oak_slab
DarkOakWoodDoubleSlab,dark_oak_slab
DarkOakWooddSlab,dark_oak_slab
DarkOakwDoubleSlab,dark_oak_slab
DarkOakwdSlab,dark_oak_slab
DarkOakDoubleWoodenSlab,dark_oak_slab
DarkOakdWoodenSlab,dark_oak_slab
DarkOakDoublewoodSlab,dark_oak_slab
DarkOakdwoodSlab,dark_oak_slab
DarkOakDoublewSlab,dark_oak_slab
DarkOakdwSlab,dark_oak_slab
DarkOakDoubleSlab,dark_oak_slab
DarkOakdSlab,dark_oak_slab
dodSlab,dark_oak_slab
WoodenStep,oak_slab
woodStep,oak_slab
wStep,oak_slab
WoodenSlab,oak_slab
woodSlab,oak_slab
wSlab,oak_slab
WoodenHalfBlock,oak_slab
woodHalfBlock,oak_slab
wHalfBlock,oak_slab
OakWoodenStep,oak_slab
OakwoodStep,oak_slab
OakwStep,oak_slab
OakStep,oak_slab
oStep,oak_slab
OakWoodenSlab,oak_slab
OakwoodSlab,oak_slab
OakwSlab,oak_slab
OakSlab,oak_slab
oSlab,oak_slab
OakWoodenHalfBlock,oak_slab
OakwoodHalfBlock,oak_slab
OakwHalfBlock,oak_slab
OakHalfBlock,oak_slab
oHalfBlock,oak_slab
SpruceWoodenStep,spruce_slab
SprucewoodStep,spruce_slab
SprucewStep,spruce_slab
SpruceStep,spruce_slab
SpruceWoodenSlab,spruce_slab
SprucewoodSlab,spruce_slab
SprucewSlab,spruce_slab
SpruceSlab,spruce_slab
SpruceWoodenHalfBlock,spruce_slab
SprucewoodHalfBlock,spruce_slab
SprucewHalfBlock,spruce_slab
SpruceHalfBlock,spruce_slab
DarkWoodenStep,spruce_slab
DarkwoodStep,spruce_slab
DarkwStep,spruce_slab
DarkStep,spruce_slab
DarkWoodenSlab,spruce_slab
DarkwoodSlab,spruce_slab
DarkwSlab,spruce_slab
DarkSlab,spruce_slab
DarkWoodenHalfBlock,spruce_slab
DarkwoodHalfBlock,spruce_slab
DarkwHalfBlock,spruce_slab
DarkHalfBlock,spruce_slab
BirchWoodenStep,birch_slab
BirchWoodStep,birch_slab
BirchwStep,birch_slab
BirchStep,birch_slab
BirchWoodenSlab,birch_slab
BirchWoodSlab,birch_slab
BirchwSlab,birch_slab
BirchSlab,birch_slab
BirchWoodenHalfBlock,birch_slab
BirchWoodHalfBlock,birch_slab
BirchwHalfBlock,birch_slab
BirchHalfBlock,birch_slab
LightWoodenStep,birch_slab
LightwoodStep,birch_slab
LightwStep,birch_slab
LightStep,birch_slab
lStep,birch_slab
LightWoodenSlab,birch_slab
LightwoodSlab,birch_slab
LightwSlab,birch_slab
LightSlab,birch_slab
lSlab,birch_slab
LightWoodenHalfBlock,birch_slab
LightwoodHalfBlock,birch_slab
LightwHalfBlock,birch_slab
LightHalfBlock,birch_slab
lHalfBlock,birch_slab
JungleWoodenStep,jungle_slab
JungleWoodStep,jungle_slab
JunglewStep,jungle_slab
JungleStep,jungle_slab
jStep,jungle_slab
JungleWoodenSlab,jungle_slab
JungleWoodSlab,jungle_slab
JunglewSlab,jungle_slab
JungleSlab,jungle_slab
jSlab,jungle_slab
JungleWoodenHalfBlock,jungle_slab
JungleWoodHalfBlock,jungle_slab
JunglewHalfBlock,jungle_slab
JungleHalfBlock,jungle_slab
jHalfBlock,jungle_slab
ForestWoodenStep,jungle_slab
ForestwoodStep,jungle_slab
ForestwStep,jungle_slab
ForestStep,jungle_slab
fStep,jungle_slab
ForestWoodenSlab,jungle_slab
ForestwoodSlab,jungle_slab
ForestwSlab,jungle_slab
ForestSlab,jungle_slab
fSlab,jungle_slab
ForestWoodenHalfBlock,jungle_slab
ForestwoodHalfBlock,jungle_slab
ForestwHalfBlock,jungle_slab
ForestHalfBlock,jungle_slab
fHalfBlock,jungle_slab
AcaciaWoodenStep,acacia_slab
AcaciaWoodStep,acacia_slab
AcaciawStep,acacia_slab
AcaciaStep,acacia_slab
aStep,acacia_slab
AcaciaWoodenSlab,acacia_slab
AcaciaWoodSlab,acacia_slab
AcaciawSlab,acacia_slab
AcaciaSlab,acacia_slab
aSlab,acacia_slab
AcaciaWoodenHalfBlock,acacia_slab
AcaciaWoodHalfBlock,acacia_slab
AcaciawHalfBlock,acacia_slab
AcaciaHalfBlock,acacia_slab
aHalfBlock,acacia_slab
DarkOakWoodenStep,dark_oak_slab
DarkOakWoodStep,dark_oak_slab
DarkOakwStep,dark_oak_slab
DarkOakStep,dark_oak_slab
doStep,dark_oak_slab
DarkOakWoodenSlab,dark_oak_slab
DarkOakWoodSlab,dark_oak_slab
DarkOakwSlab,dark_oak_slab
DarkOakSlab,dark_oak_slab
doSlab,dark_oak_slab
DarkOakWoodenHalfBlock,dark_oak_slab
DarkOakWoodHalfBlock,dark_oak_slab
DarkOakwHalfBlock,dark_oak_slab
DarkOakHalfBlock,dark_oak_slab
doHalfBlock,dark_oak_slab
cocoaplant,cocoa
cocoplant,cocoa
cplant,cocoa
cocoafruit,cocoa
cocofruit,cocoa
cfruit,cocoa
cocoapod,cocoa
cocopod,cocoa
cpod,cocoa
Sandstonestairs,sandstone_stairs
sandstairs,sandstone_stairs
sandsstairs,sandstone_stairs
sstonestairs,sandstone_stairs
ssstairs,sandstone_stairs
sandstair,sandstone_stairs
Sandstonestair,sandstone_stairs
sandsstair,sandstone_stairs
sstonestair,sandstone_stairs
ssstair,sandstone_stairs
EmeraldOre,emerald_ore
eore,emerald_ore
oreEmerald,emerald_ore
oree,emerald_ore
EnderChest,ender_chest
EndChest,ender_chest
eChest,ender_chest
Chestender,ender_chest
Chestend,ender_chest
Cheste,ender_chest
Endercontainer,ender_chest
Endcontainer,ender_chest
econtainer,ender_chest
tripwirehook,tripwire_hook
tripwire,tripwire_hook
trip,tripwire_hook
tripwirelever,tripwire_hook
triphook,tripwire_hook
EmeraldBlock,emerald_block
BlockEmerald,emerald_block
eBlock,emerald_block
Blocke,emerald_block
SpruceWoodenstairs,spruce_stairs
Sprucewoodstairs,spruce_stairs
Sprucewstairs,spruce_stairs
Sprucestairs,spruce_stairs
DarkWoodenstairs,spruce_stairs
Darkwoodstairs,spruce_stairs
Darkwstairs,spruce_stairs
Darkstairs,spruce_stairs
dstairs,spruce_stairs
SpruceWoodenstair,spruce_stairs
Sprucewoodstair,spruce_stairs
Sprucewstair,spruce_stairs
Sprucestair,spruce_stairs
DarkWoodenstair,spruce_stairs
Darkwoodstair,spruce_stairs
Darkwstair,spruce_stairs
Darkstair,spruce_stairs
dstair,spruce_stairs
BirchWoodenstairs,birch_stairs
BirchWoodstairs,birch_stairs
Birchwstairs,birch_stairs
Birchstairs,birch_stairs
LightWoodenstairs,birch_stairs
Lightwoodstairs,birch_stairs
Lightwstairs,birch_stairs
Lightstairs,birch_stairs
lstairs,birch_stairs
BirchWoodenstair,birch_stairs
BirchWoodstair,birch_stairs
Birchwstair,birch_stairs
Birchstair,birch_stairs
LightWoodenstair,birch_stairs
Lightwoodstair,birch_stairs
Lightwstair,birch_stairs
Lightstair,birch_stairs
lstair,birch_stairs
JungleWoodenstairs,jungle_stairs
JungleWoodstairs,jungle_stairs
Junglewstairs,jungle_stairs
Junglestairs,jungle_stairs
jstairs,jungle_stairs
ForestWoodenstairs,jungle_stairs
Forestwoodstairs,jungle_stairs
Forestwstairs,jungle_stairs
Foreststairs,jungle_stairs
fstairs,jungle_stairs
JungleWoodenstair,jungle_stairs
JungleWoodstair,jungle_stairs
Junglewstair,jungle_stairs
Junglestair,jungle_stairs
jstair,jungle_stairs
ForestWoodenstair,jungle_stairs
Forestwoodstair,jungle_stairs
Forestwstair,jungle_stairs
Foreststair,jungle_stairs
fstair,jungle_stairs
commandBlock,command_block
Blockcommand,command_block
cmdBlock,command_block
Blockcmd,command_block
macroBlock,command_block
Blockmacro,command_block
beacon,beacon
beaconBlock,beacon
Cobblestonewall,cobblestone_wall
cstonewall,cobblestone_wall
Cobblewall,cobblestone_wall
CobblestoneFence,cobblestone_wall
cstoneFence,cobblestone_wall
CobbleFence,cobblestone_wall
cswall,cobblestone_wall
csFence,cobblestone_wall
cwall,cobblestone_wall
cFence,cobblestone_wall
mossCobblestonewall,mossy_cobblestone_wall
mosscstonewall,mossy_cobblestone_wall
mossCobblewall,mossy_cobblestone_wall
mCobblestonewall,mossy_cobblestone_wall
mcstonewall,mossy_cobblestone_wall
mCobblewall,mossy_cobblestone_wall
mossCobblestoneFence,mossy_cobblestone_wall
mosscstoneFence,mossy_cobblestone_wall
mossCobbleFence,mossy_cobblestone_wall
mCobblestoneFence,mossy_cobblestone_wall
mcstoneFence,mossy_cobblestone_wall
mCobbleFence,mossy_cobblestone_wall
mcswall,mossy_cobblestone_wall
mcsFence,mossy_cobblestone_wall
mcwall,mossy_cobblestone_wall
mcFence,mossy_cobblestone_wall
potted_oak_sapling,potted_oak_sapling
plantedcarrot,carrots
plantcarrot,carrots
carrots,carrots
growingcarrot,carrots
potatoplant,potatoes
potatoes,potatoes
plantedpotato,potatoes
plantpotato,potatoes
growingpotato,potatoes
Woodenbutton,oak_button
WoodenPlankbutton,oak_button
woodPlankbutton,oak_button
wPlankbutton,oak_button
Plankbutton,oak_button
woodbutton,oak_button
wbutton,oak_button
sprucebutton,spruce_button
birchbutton,birch_button
junglebutton,jungle_button
acaciabutton,acacia_button
darkoakbutton,dark_oak_button
anvil,anvil
sLightlyDamagedanvil,chipped_anvil
sLightDamageanvil,chipped_anvil
Damagedanvil,chipped_anvil
veryDamagedanvil,damaged_anvil
trapChest,trapped_chest
trappedChest,trapped_chest
Chesttrapped,trapped_chest
Chesttrap,trapped_chest
GoldpressurePlate,light_weighted_pressure_plate
WeightedGoldpressurePlate,light_weighted_pressure_plate
WeightGoldpressurePlate,light_weighted_pressure_plate
wGoldpressurePlate,light_weighted_pressure_plate
WeightedGoldpressPlate,light_weighted_pressure_plate
WeightGoldpressPlate,light_weighted_pressure_plate
wGoldpressPlate,light_weighted_pressure_plate
GoldpressPlate,light_weighted_pressure_plate
WeightedGoldpPlate,light_weighted_pressure_plate
WeightGoldpPlate,light_weighted_pressure_plate
wGoldpPlate,light_weighted_pressure_plate
GoldpPlate,light_weighted_pressure_plate
WeightedGoldPlate,light_weighted_pressure_plate
WeightGoldPlate,light_weighted_pressure_plate
wGoldPlate,light_weighted_pressure_plate
GoldPlate,light_weighted_pressure_plate
WeightedgpressurePlate,light_weighted_pressure_plate
WeightgpressurePlate,light_weighted_pressure_plate
wgpressurePlate,light_weighted_pressure_plate
gpressurePlate,light_weighted_pressure_plate
WeightedgpressPlate,light_weighted_pressure_plate
WeightgpressPlate,light_weighted_pressure_plate
wgpressPlate,light_weighted_pressure_plate
gpressPlate,light_weighted_pressure_plate
WeightedgpPlate,light_weighted_pressure_plate
WeightgpPlate,light_weighted_pressure_plate
wgpPlate,light_weighted_pressure_plate
gpPlate,light_weighted_pressure_plate
WeightedgPlate,light_weighted_pressure_plate
WeightgPlate,light_weighted_pressure_plate
wgPlate,light_weighted_pressure_plate
gPlate,light_weighted_pressure_plate
IronpressurePlate,heavy_weighted_pressure_plate
WeightedIronpressurePlate,heavy_weighted_pressure_plate
WeightIronpressurePlate,heavy_weighted_pressure_plate
wIronpressurePlate,heavy_weighted_pressure_plate
WeightedIronpressPlate,heavy_weighted_pressure_plate
WeightIronpressPlate,heavy_weighted_pressure_plate
wIronpressPlate,heavy_weighted_pressure_plate
IronpressPlate,heavy_weighted_pressure_plate
WeightedIronpPlate,heavy_weighted_pressure_plate
WeightIronpPlate,heavy_weighted_pressure_plate
wIronpPlate,heavy_weighted_pressure_plate
IronpPlate,heavy_weighted_pressure_plate
WeightedIronPlate,heavy_weighted_pressure_plate
WeightIronPlate,heavy_weighted_pressure_plate
wIronPlate,heavy_weighted_pressure_plate
IronPlate,heavy_weighted_pressure_plate
WeightedipressurePlate,heavy_weighted_pressure_plate
WeightipressurePlate,heavy_weighted_pressure_plate
wipressurePlate,heavy_weighted_pressure_plate
ipressurePlate,heavy_weighted_pressure_plate
WeightedipressPlate,heavy_weighted_pressure_plate
WeightipressPlate,heavy_weighted_pressure_plate
wipressPlate,heavy_weighted_pressure_plate
ipressPlate,heavy_weighted_pressure_plate
WeightedipPlate,heavy_weighted_pressure_plate
WeightipPlate,heavy_weighted_pressure_plate
wipPlate,heavy_weighted_pressure_plate
ipPlate,heavy_weighted_pressure_plate
WeightediPlate,heavy_weighted_pressure_plate
WeightiPlate,heavy_weighted_pressure_plate
wiPlate,heavy_weighted_pressure_plate
iPlate,heavy_weighted_pressure_plate
DayLightSensor,daylight_detector
DayLightsense,daylight_detector
LightSensor,daylight_detector
Lightsense,daylight_detector
DaySensor,daylight_detector
Daysense,daylight_detector
timeSensor,daylight_detector
timesense,daylight_detector
RedstoneBlock,redstone_block
RStoneBlock,redstone_block
RedsBlock,redstone_block
rsBlock,redstone_block
BlockRedstone,redstone_block
BlockRStone,redstone_block
Blockreds,redstone_block
Blockrs,redstone_block
NetherQuartzOre,nether_quartz_ore
HellQuartzOre,nether_quartz_ore
DeathQuartzOre,nether_quartz_ore
nQuartzOre,nether_quartz_ore
hQuartzOre,nether_quartz_ore
dQuartzOre,nether_quartz_ore
QuartzOre,nether_quartz_ore
NetherqOre,nether_quartz_ore
Hellqore,nether_quartz_ore
Deathqore,nether_quartz_ore
nqore,nether_quartz_ore
hqore,nether_quartz_ore
dqore,nether_quartz_ore
qore,nether_quartz_ore
Hopper,hopper
Chestpuller,hopper
Chestpull,hopper
Cheststorer,hopper
Cheststore,hopper
Itempuller,hopper
Itempull,hopper
Itemstorer,hopper
Itemstore,hopper
QuartzBlock,quartz_block
NetherQuartzBlock,quartz_block
nqBlock,quartz_block
qBlock,quartz_block
ChiseledQuartzBlock,chiseled_quartz_block
chiselQuartzBlock,chiseled_quartz_block
cQuartzBlock,chiseled_quartz_block
cqBlock,chiseled_quartz_block
pillarQuartzBlock,quartz_pillar
pQuartzBlock,quartz_pillar
pqBlock,quartz_pillar
Quartzstairs,quartz_stairs
qstairs,quartz_stairs
Quartzstair,quartz_stairs
qstair,quartz_stairs
activatorRails,activator_rail
activateRails,activator_rail
triggerRails,activator_rail
aRails,activator_rail
tRails,activator_rail
activatorRail,activator_rail
activateRail,activator_rail
triggerRail,activator_rail
aRail,activator_rail
tRail,activator_rail
activatorTrack,activator_rail
activateTrack,activator_rail
triggerTrack,activator_rail
aTrack,activator_rail
tTrack,activator_rail
dropper,dropper
drop,dropper
ChestDispenser,dropper
ChestDispense,dropper
Chestdropper,dropper
Chestdrop,dropper
white_terracotta,white_terracotta
orange_terracotta,orange_terracotta
magenta_terracotta,magenta_terracotta
light_blue_terracotta,light_blue_terracotta
yellow_terracotta,yellow_terracotta
lime_terracotta,lime_terracotta
pink_terracotta,pink_terracotta
gray_terracotta,gray_terracotta
light_gray_terracotta,light_gray_terracotta
cyan_terracotta,cyan_terracotta
purple_terracotta,purple_terracotta
blue_terracotta,blue_terracotta
brown_terracotta,brown_terracotta
green_terracotta,green_terracotta
red_terracotta,red_terracotta
black_terracotta,black_terracotta
WhiteClay,white_terracotta
WhitesClay,white_terracotta
WhitestainedClay,white_terracotta
wClay,white_terracotta
wsClay,white_terracotta
wstainedClay,white_terracotta
sClay,white_terracotta
stainedClay,white_terracotta
OrangeClay,orange_terracotta
OrangesClay,orange_terracotta
OrangestainedClay,orange_terracotta
oClay,orange_terracotta
osClay,orange_terracotta
ostainedClay,orange_terracotta
MagentaClay,magenta_terracotta
MagentasClay,magenta_terracotta
